,Year,Total Revenue,Var Total Revenue (%),Base Revenues,Var Base Revenues (%),Dev Revenues,Var Dev Revenues (%),TDOT Revenues,Var TDOT Revenues (%),Total Transactions,Var Total Transactions (%),Transactions Lights,Var Transactions Lights (%),Transactions Medium A,Var Transactions Medium A (%),Transactions Medium B,Var Transactions Medium B (%),Transactions Heavy A,Var Transactions Heavy A (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Toll Lights,Var Toll Lights (%),Toll Medium A,Var Toll Medium A (%),Toll Meadium B,Var Toll Meadium B (%),Toll Heavy A,Var Toll Heavy A (%),Capture,Var Capture (%),Corridor PCE,Var Corridor PCE (%)
0,2024.9999999999995,208869029.844,,208869029.844,,0.0,,0.0,,90678400.281,,84787891.302,,2702426.397,,784643.101,,2403439.481,,23991.954,,0.958,,0.853,,2.559,,2.559,,4.265,,0.164,,182863.947,
1,2026.0,234502811.292,0.123,234001653.742,0.12,0.0,,0.0,,94119057.84,0.038,88004863.791,0.038,2804620.479,0.038,814236.314,0.038,2495336.416,0.038,24857.796,0.036,1.038,0.084,0.925,0.084,2.775,0.084,2.775,0.084,4.625,0.084,0.165,0.006,188135.671,0.029
2,2026.9999999999995,263282539.038,0.123,262158415.707,0.12,0.0,,0.0,,97690266.053,0.038,91343892.766,0.038,2910679.098,0.038,844945.651,0.038,2590747.085,0.038,25754.886,0.036,1.125,0.084,1.003,0.084,3.01,0.085,3.01,0.085,5.016,0.085,0.166,0.006,193559.372,0.029
3,2027.999999999999,295594304.309,0.123,293703201.78,0.12,0.0,,0.0,,101396978.47,0.038,94809609.221,0.038,3020748.396,0.038,876813.206,0.038,2689805.838,0.038,26684.351,0.036,1.219,0.084,1.088,0.085,3.264,0.084,3.264,0.084,5.44,0.085,0.167,0.006,199139.43,0.029
4,2029.0,331871581.987,0.123,329043683.39,0.12,0.0,,0.0,,105244336.599,0.038,98406819.859,0.038,3134980.039,0.038,909882.662,0.038,2792652.161,0.038,27647.359,0.036,1.321,0.084,1.18,0.085,3.54,0.085,3.54,0.085,5.9,0.085,0.168,0.006,204880.355,0.029
5,2030.0,372601045.841,0.123,368636585.922,0.12,0.0,,0.0,,109237677.033,0.038,102140513.755,0.038,3253531.429,0.038,944199.35,0.038,2899430.875,0.038,28645.121,0.036,1.431,0.083,1.28,0.085,3.839,0.084,3.839,0.084,6.399,0.085,0.17,0.012,210786.782,0.029
6,2031.0000000000007,418329097.451,0.123,412993591.248,0.12,0.0,,0.0,,113382538.853,0.038,106015869.277,0.038,3376565.92,0.038,979810.308,0.038,3010292.336,0.038,29678.891,0.036,1.551,0.084,1.388,0.084,4.164,0.085,4.164,0.085,6.939,0.084,0.171,0.006,216863.484,0.029
7,2032.0000000000005,469669196.389,0.123,462687950.479,0.12,3490622.955,inf,3490622.955,inf,117684671.314,0.038,110038261.268,0.038,3504253.043,0.038,1016764.352,0.038,3125392.65,0.038,30749.969,0.036,1.681,0.084,1.505,0.084,4.516,0.085,4.516,0.085,7.526,0.085,0.172,0.006,223115.369,0.029
8,2033.0000000000007,507578723.486,0.081,496147403.13,0.072,4614256.737,0.322,4614256.739,0.322,120084028.834,0.02,112254058.522,0.02,3578481.646,0.021,1039329.701,0.022,3211555.513,0.028,31397.291,0.021,1.779,0.058,1.594,0.059,4.782,0.059,4.782,0.059,7.97,0.059,0.173,0.006,226434.3,0.015
9,2034.0000000000002,548548132.423,0.081,532026488.646,0.072,6099588.958,0.322,6099588.963,0.322,122532304.504,0.02,114514474.414,0.02,3654282.591,0.021,1062395.848,0.022,3300093.769,0.028,32058.241,0.021,1.883,0.058,1.688,0.059,5.065,0.059,5.065,0.059,8.441,0.059,0.174,0.006,229802.601,0.015
10,2034.9999999999993,592824402.721,0.081,570500183.687,0.072,8063050.58,0.322,8063050.59,0.322,125030495.67,0.02,116820407.414,0.02,3731689.185,0.021,1085973.909,0.022,3391072.906,0.028,32733.104,0.021,1.993,0.058,1.788,0.059,5.364,0.059,5.364,0.059,8.939,0.059,0.175,0.006,233221.007,0.015
11,2035.9999999999998,640674448.948,0.081,611756118.412,0.072,10658551.765,0.322,10658551.782,0.322,127579620.009,0.02,119172774.081,0.02,3810735.438,0.021,1110075.245,0.022,3484560.215,0.028,33422.174,0.021,2.109,0.058,1.893,0.059,5.68,0.059,5.68,0.059,9.467,0.059,0.176,0.006,236690.263,0.015
12,2036.999999999999,692386729.781,0.081,655995491.529,0.072,14089546.456,0.322,14089546.485,0.322,130180715.947,0.02,121572509.432,0.02,3891456.084,0.021,1134711.469,0.022,3580624.844,0.028,34125.75,0.021,2.232,0.058,2.005,0.059,6.016,0.059,6.016,0.059,10.026,0.059,0.177,0.006,240211.126,0.015
13,2038.0000000000005,748272986.951,0.081,703434051.503,0.072,18624980.552,0.322,18624980.598,0.322,132834843.084,0.02,124020567.311,0.02,3973886.589,0.021,1159894.452,0.022,3679337.844,0.028,34844.137,0.021,2.363,0.059,2.124,0.059,6.371,0.059,6.371,0.059,10.618,0.059,0.178,0.006,243784.363,0.015
14,2038.999999999999,808670124.538,0.081,754303148.731,0.072,24620373.811,0.322,24620373.882,0.322,135543082.62,0.02,126517920.77,0.02,4058063.172,0.021,1185636.328,0.022,3780772.229,0.028,35577.647,0.021,2.501,0.058,2.249,0.059,6.747,0.059,6.747,0.059,11.245,0.059,0.18,0.011,247410.753,0.015
15,2039.9999999999998,873942239.964,0.081,808850863.801,0.072,32545688.028,0.322,32545688.135,0.322,138306537.8,0.02,129065562.455,0.02,4144022.821,0.021,1211949.501,0.022,3885003.023,0.028,36326.598,0.021,2.647,0.058,2.382,0.059,7.145,0.059,7.145,0.059,11.909,0.059,0.181,0.006,251091.087,0.015
16,2041.0000000000002,935232039.965,0.07,860467642.677,0.064,36756602.405,0.129,36756602.517,0.129,141495204.779,0.023,132027114.739,0.023,4241704.351,0.024,1241296.81,0.024,3984947.346,0.026,37264.939,0.026,2.761,0.043,2.483,0.042,7.449,0.043,7.449,0.043,12.415,0.042,0.183,0.011,253957.461,0.011
17,2041.9999999999995,1000820109.821,0.07,915378343.809,0.064,41512344.713,0.129,41512344.829,0.129,144757386.701,0.023,135056623.121,0.023,4341688.399,0.024,1271354.764,0.024,4087462.803,0.026,38227.519,0.026,2.881,0.043,2.588,0.042,7.765,0.042,7.765,0.042,12.942,0.042,0.186,0.016,256856.555,0.011
18,2043.0,1071007888.331,0.07,973793168.686,0.064,46883407.357,0.129,46883407.476,0.129,148094778.456,0.023,138155646.927,0.023,4444029.237,0.024,1302140.569,0.024,4192615.54,0.026,39214.962,0.026,3.005,0.043,2.698,0.043,8.095,0.042,8.095,0.042,13.492,0.042,0.188,0.011,259788.745,0.011
19,2044.0000000000002,1146117954.276,0.07,1035935732.796,0.064,52949403.378,0.129,52949403.499,0.129,151509114.014,0.023,141325781.268,0.023,4548782.419,0.024,1333671.851,0.024,4300473.402,0.026,40227.912,0.026,3.135,0.043,2.813,0.043,8.44,0.043,8.44,0.043,14.066,0.043,0.191,0.016,262754.408,0.011
20,2044.9999999999993,1226495508.975,0.07,1102043921.638,0.064,59800246.529,0.129,59800246.652,0.129,155002167.319,0.023,144568657.852,0.023,4656004.809,0.024,1365966.662,0.024,4411105.98,0.026,41267.027,0.026,3.27,0.043,2.933,0.043,8.798,0.042,8.798,0.042,14.664,0.043,0.194,0.016,265753.926,0.011
21,2045.9999999999993,1312509962.803,0.07,1172370801.365,0.064,67537484.029,0.129,67537484.15,0.129,158575753.214,0.023,147885945.832,0.023,4765754.609,0.024,1399043.491,0.024,4524584.656,0.026,42332.983,0.026,3.411,0.043,3.057,0.042,9.172,0.043,9.172,0.043,15.287,0.042,0.197,0.015,268787.686,0.011
22,2046.9999999999995,1404556632.986,0.07,1247185587.53,0.064,76275801.751,0.129,76275801.869,0.129,162231728.384,0.023,151279352.658,0.023,4878091.395,0.024,1432921.274,0.024,4640982.647,0.026,43426.473,0.026,3.559,0.043,3.187,0.043,9.562,0.043,9.562,0.043,15.937,0.043,0.2,0.015,271856.077,0.011
23,2048.0,1503058560.448,0.07,1326774675.668,0.064,86144724.17,0.129,86144724.281,0.129,165971992.318,0.023,154750624.962,0.023,4993076.146,0.024,1467619.405,0.024,4760375.055,0.026,44548.209,0.026,3.712,0.043,3.323,0.043,9.969,0.043,9.969,0.043,16.614,0.042,0.202,0.01,274959.497,0.011
24,2049.000000000001,1608468454.086,0.07,1411442737.628,0.064,97290534.245,0.129,97290534.346,0.129,169798488.302,0.023,158301549.455,0.023,5110771.28,0.024,1503157.751,0.024,4882838.913,0.026,45698.921,0.026,3.873,0.043,3.464,0.042,10.392,0.042,10.392,0.042,17.32,0.042,0.205,0.015,278098.344,0.011
25,2049.999999999999,1721270771.393,0.07,1501513887.88,0.064,109878441.713,0.129,109878441.8,0.129,173713204.421,0.023,161933953.842,0.023,5231240.685,0.024,1539556.657,0.024,5008453.237,0.026,46879.356,0.026,4.04,0.043,3.611,0.042,10.834,0.043,10.834,0.043,18.057,0.043,0.208,0.015,281273.023,0.011
